filename,time_abs(%Y-%m-%dT%H:%M:%S.%f),time_rel(sec)
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T01:18:35.711811,4715.169811320755
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T01:22:06.126906,4925.584905660377
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T01:26:36.466528,5195.924528301887
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T01:30:11.409925,5410.867924528302
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T01:31:36.089170,5495.547169811321
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T01:33:21.145774,5600.603773584906
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T01:40:55.183509,6054.641509433963
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T01:46:58.806151,6418.264150943396
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T01:54:07.485396,6846.943396226415
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T01:55:17.221245,6916.679245283019
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T01:58:25.598604,7105.056603773585
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:02:41.598604,7361.056603773585
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:07:34.428792,7653.88679245283
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:12:24.692943,7944.1509433962265
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:18:22.428792,8301.88679245283
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:23:30.806151,8610.264150943396
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:27:10.428792,8829.88679245283
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:27:32.164642,8851.622641509433
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:28:54.428792,8933.88679245283
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:30:58.202377,9057.66037735849
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:33:01.372189,9180.830188679245
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:37:18.730679,9438.188679245282
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:41:41.523132,9700.981132075472
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:42:11.258981,9730.716981132075
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:44:27.862755,9867.32075471698
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:48:36.164642,10115.622641509433
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:50:07.032566,10206.490566037735
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:52:42.806151,10362.264150943396
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:54:11.560868,10451.018867924528
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T02:59:25.523132,10764.981132075472
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:04:36.315585,11075.77358490566
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:09:58.579736,11398.037735849057
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:11:45.447660,11504.905660377359
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:15:57.975962,11757.433962264151
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:25:09.674075,12309.132075471698
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:26:33.296717,12392.754716981131
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:29:39.108038,12578.566037735849
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:32:11.108038,12730.566037735849
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:37:22.655208,13042.11320754717
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:41:58.579736,13318.037735849057
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:47:50.126906,13669.584905660377
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:51:43.636340,13903.094339622641
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T03:53:57.070302,14036.528301886792
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T04:08:56.994830,14936.452830188678
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T04:15:08.617472,15308.075471698114
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T04:16:20.013698,15379.471698113208
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T04:19:51.485396,15590.943396226416
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T04:22:42.957094,15762.415094339623
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T04:26:07.183509,15966.641509433963
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T04:32:36.768415,16356.22641509434
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T04:34:28.617472,16468.075471698114
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T04:40:07.032566,16806.490566037737
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T04:45:32.013698,17131.471698113208
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T04:46:22.126906,17181.584905660377
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:00:05.825019,18005.283018867925
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:05:43.334453,18342.79245283019
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:07:11.787283,18431.245283018867
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:11:03.183509,18662.64150943396
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:12:26.504264,18745.962264150945
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:24:23.938226,19463.396226415094
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:25:53.296717,19552.754716981133
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:28:09.749547,19689.20754716981
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:29:00.617472,19740.075471698114
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:34:14.730679,20054.188679245282
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:38:35.862755,20315.32075471698
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:39:30.806151,20370.264150943396
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:42:13.825019,20533.283018867925
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:50:01.598604,21001.056603773584
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:50:52.466528,21051.924528301886
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T05:57:07.560868,21427.01886792453
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T06:04:50.504264,21889.962264150945
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T06:06:51.862755,22011.32075471698
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T06:11:28.692943,22288.150943396227
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T06:20:02.353321,22801.811320754718
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T06:25:50.126906,23149.584905660377
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T06:28:54.126906,23333.584905660377
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T06:33:22.051434,23601.509433962263
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T06:37:50.730679,23870.188679245282
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T06:40:34.051434,24033.509433962263
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T06:43:26.126906,24205.584905660377
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T06:52:15.183509,24734.64150943396
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T06:53:28.089170,24807.54716981132
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T07:03:02.126906,25381.584905660377
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T07:11:19.787283,25879.245283018867
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T07:13:01.975962,25981.43396226415
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T07:15:33.975962,26133.43396226415
/Users/adamlam/Library/Mobile Documents/com~apple~CloudDocs/Code/Space_Apps/space_apps_2024_seismic_detection/data/lunar/training/data/S12_GradeA/xa.s12.00.mhz.1975-06-26HR00_evid00198.mseed,1975-06-26T07:21:04.240113,26463.69811320755
